"REF_DATE","GEO","DGUID","Fuel type","Supply and demand characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Ontario","2016A000235","Total primary and secondary energy","Total industrial","Terajoules","283","units","0","v54277775","8.1.31","600320","","","","0"
"2019","Ontario","2016A000235","Total primary and secondary energy","Total industrial","Terajoules","283","units","0","v54277775","8.1.31","583427","","","","0"
"2020","Ontario","2016A000235","Total primary and secondary energy","Total industrial","Terajoules","283","units","0","v54277775","8.1.31","539932","","","","0"
"2015","Ontario","2016A000235","Total primary and secondary energy","Total transportation","Terajoules","283","units","0","v54277787","8.1.42","880094","","","","0"
"2016","Ontario","2016A000235","Total primary and secondary energy","Total transportation","Terajoules","283","units","0","v54277787","8.1.42","869721","","","","0"
"2017","Ontario","2016A000235","Total primary and secondary energy","Total transportation","Terajoules","283","units","0","v54277787","8.1.42","879120","","","","0"
"2018","Ontario","2016A000235","Total primary and secondary energy","Total transportation","Terajoules","283","units","0","v54277787","8.1.42","908358","","","","0"
"2019","Ontario","2016A000235","Total primary and secondary energy","Total transportation","Terajoules","283","units","0","v54277787","8.1.42","916672","","","","0"
"2020","Ontario","2016A000235","Total primary and secondary energy","Total transportation","Terajoules","283","units","0","v54277787","8.1.42","728724","","","","0"
"2015","Ontario","2016A000235","Total primary and secondary energy","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54277788","8.1.43","61013","","","","0"
"2016","Ontario","2016A000235","Total primary and secondary energy","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54277788","8.1.43","61738","","","","0"
"2017","Ontario","2016A000235","Total primary and secondary energy","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54277788","8.1.43","59863","","","","0"
"2018","Ontario","2016A000235","Total primary and secondary energy","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54277788","8.1.43","62508","","","","0"
"2019","Ontario","2016A000235","Total primary and secondary energy","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54277788","8.1.43","63255","","","","0"
"2020","Ontario","2016A000235","Total primary and secondary energy","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54277788","8.1.43","59989","","","","0"
"2015","Ontario","2016A000235","Total primary and secondary energy","Residential","Terajoules","283","units","0","v54277789","8.1.44","559195","","","","0"
"2016","Ontario","2016A000235","Total primary and secondary energy","Residential","Terajoules","283","units","0","v54277789","8.1.44","516737","","","","0"
"2017","Ontario","2016A000235","Total primary and secondary energy","Residential","Terajoules","283","units","0","v54277789","8.1.44","522446","","","","0"
"2018","Ontario","2016A000235","Total primary and secondary energy","Residential","Terajoules","283","units","0","v54277789","8.1.44","587452","","","","0"
"2019","Ontario","2016A000235","Total primary and secondary energy","Residential","Terajoules","283","units","0","v54277789","8.1.44","518310","","","","0"
"2020","Ontario","2016A000235","Total primary and secondary energy","Residential","Terajoules","283","units","0","v54277789","8.1.44","493586","","","","0"
"2015","Ontario","2016A000235","Total primary and secondary energy","Public administration","Terajoules","283","units","0","v54277790","8.1.45","25947","","","","0"
"2016","Ontario","2016A000235","Total primary and secondary energy","Public administration","Terajoules","283","units","0","v54277790","8.1.45","26203","","","","0"
"2017","Ontario","2016A000235","Total primary and secondary energy","Public administration","Terajoules","283","units","0","v54277790","8.1.45","25714","","","","0"
"2018","Ontario","2016A000235","Total primary and secondary energy","Public administration","Terajoules","283","units","0","v54277790","8.1.45","27971","","","","0"
"2019","Ontario","2016A000235","Total primary and secondary energy","Public administration","Terajoules","283","units","0","v54277790","8.1.45","29113","","","","0"
"2020","Ontario","2016A000235","Total primary and secondary energy","Public administration","Terajoules","283","units","0","v54277790","8.1.45","25187","","","","0"
"2015","Ontario","2016A000235","Total primary and secondary energy","Commercial and other institutional","Terajoules","283","units","0","v54277791","8.1.46","415246","","","","0"
"2016","Ontario","2016A000235","Total primary and secondary energy","Commercial and other institutional","Terajoules","283","units","0","v54277791","8.1.46","423053","","","","0"
"2017","Ontario","2016A000235","Total primary and secondary energy","Commercial and other institutional","Terajoules","283","units","0","v54277791","8.1.46","459540","","","","0"
"2018","Ontario","2016A000235","Total primary and secondary energy","Commercial and other institutional","Terajoules","283","units","0","v54277791","8.1.46","495371","","","","0"
"2019","Ontario","2016A000235","Total primary and secondary energy","Commercial and other institutional","Terajoules","283","units","0","v54277791","8.1.46","517053","","","","0"
"2020","Ontario","2016A000235","Total primary and secondary energy","Commercial and other institutional","Terajoules","283","units","0","v54277791","8.1.46","512836","","","","0"
"2015","Ontario","2016A000235","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54277792","8.1.47","27798","","","","0"
"2016","Ontario","2016A000235","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54277792","8.1.47","-53078","","","","0"
"2017","Ontario","2016A000235","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54277792","8.1.47","11095","","","","0"
"2018","Ontario","2016A000235","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54277792","8.1.47","-35390","","","","0"
"2019","Ontario","2016A000235","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54277792","8.1.47","20285","","","","0"
"2020","Ontario","2016A000235","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54277792","8.1.47","25612","","","","0"
"2015","Ontario","2016A000235","Total coal","Energy use, final demand","Terajoules","283","units","0","v54278137","8.29.18","","x","","","0"
"2016","Ontario","2016A000235","Total coal","Energy use, final demand","Terajoules","283","units","0","v54278137","8.29.18","15958","","","","0"
"2017","Ontario","2016A000235","Total coal","Energy use, final demand","Terajoules","283","units","0","v54278137","8.29.18","18022","","","","0"
"2018","Ontario","2016A000235","Total coal","Energy use, final demand","Terajoules","283","units","0","v54278137","8.29.18","18259","","","","0"
"2019","Ontario","2016A000235","Total coal","Energy use, final demand","Terajoules","283","units","0","v54278137","8.29.18","17578","","","","0"
"2020","Ontario","2016A000235","Total coal","Energy use, final demand","Terajoules","283","units","0","v54278137","8.29.18","14258","","","","0"
"2015","Ontario","2016A000235","Total coal","Total industrial","Terajoules","283","units","0","v54278143","8.29.31","","x","","","0"
"2016","Ontario","2016A000235","Total coal","Total industrial","Terajoules","283","units","0","v54278143","8.29.31","15958","","","","0"
"2017","Ontario","2016A000235","Total coal","Total industrial","Terajoules","283","units","0","v54278143","8.29.31","18022","","","","0"
"2018","Ontario","2016A000235","Total coal","Total industrial","Terajoules","283","units","0","v54278143","8.29.31","18259","","","","0"
"2019","Ontario","2016A000235","Total coal","Total industrial","Terajoules","283","units","0","v54278143","8.29.31","17578","","","","0"
"2020","Ontario","2016A000235","Total coal","Total industrial","Terajoules","283","units","0","v54278143","8.29.31","14258","","","","0"
"2015","Ontario","2016A000235","Total coal","Statistical difference","Terajoules","283","units","0","v62306610","8.29.47","","x","","","0"
"2016","Ontario","2016A000235","Total coal","Statistical difference","Terajoules","283","units","0","v62306610","8.29.47","","x","","","0"
"2017","Ontario","2016A000235","Total coal","Statistical difference","Terajoules","283","units","0","v62306610","8.29.47","","x","","","0"
"2018","Ontario","2016A000235","Total coal","Statistical difference","Terajoules","283","units","0","v62306610","8.29.47","","x","","","0"
"2019","Ontario","2016A000235","Total coal","Statistical difference","Terajoules","283","units","0","v62306610","8.29.47","394","","","","0"
"2020","Ontario","2016A000235","Total coal","Statistical difference","Terajoules","283","units","0","v62306610","8.29.47","-424","","","","0"
"2015","Ontario","2016A000235","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54278200","8.5.18","895667","","","","0"
"2016","Ontario","2016A000235","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54278200","8.5.18","865653","","","","0"
"2017","Ontario","2016A000235","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54278200","8.5.18","881977","","","","0"
"2018","Ontario","2016A000235","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54278200","8.5.18","968223","","","","0"
"2019","Ontario","2016A000235","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54278200","8.5.18","928744","","","","0"
"2020","Ontario","2016A000235","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54278200","8.5.18","885586","","","","0"
"2015","Ontario","2016A000235","Natural gas","Total industrial","Terajoules","283","units","0","v54278214","8.5.31","247715","","","","0"
"2016","Ontario","2016A000235","Natural gas","Total industrial","Terajoules","283","units","0","v54278214","8.5.31","253336","","","","0"
"2017","Ontario","2016A000235","Natural gas","Total industrial","Terajoules","283","units","0","v54278214","8.5.31","258142","","","","0"
"2018","Ontario","2016A000235","Natural gas","Total industrial","Terajoules","283","units","0","v54278214","8.5.31","248184","","","","0"
"2019","Ontario","2016A000235","Natural gas","Total industrial","Terajoules","283","units","0","v54278214","8.5.31","247880","","","","0"
"2020","Ontario","2016A000235","Natural gas","Total industrial","Terajoules","283","units","0","v54278214","8.5.31","235516","","","","0"
"2015","Ontario","2016A000235","Natural gas","Total transportation","Terajoules","283","units","0","v54278219","8.5.42","31327","","","","0"
"2016","Ontario","2016A000235","Natural gas","Total transportation","Terajoules","283","units","0","v54278219","8.5.42","26362","","","","0"
"2017","Ontario","2016A000235","Natural gas","Total transportation","Terajoules","283","units","0","v54278219","8.5.42","18323","","","","0"
"2018","Ontario","2016A000235","Natural gas","Total transportation","Terajoules","283","units","0","v54278219","8.5.42","20279","","","","0"
"2019","Ontario","2016A000235","Natural gas","Total transportation","Terajoules","283","units","0","v54278219","8.5.42","18982","","","","0"
"2020","Ontario","2016A000235","Natural gas","Total transportation","Terajoules","283","units","0","v54278219","8.5.42","15898","","","","0"
"2015","Ontario","2016A000235","Natural gas","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54278220","8.5.43","22656","","","","0"
"2016","Ontario","2016A000235","Natural gas","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54278220","8.5.43","22103","","","","0"
"2017","Ontario","2016A000235","Natural gas","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54278220","8.5.43","19188","","","","0"
"2018","Ontario","2016A000235","Natural gas","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54278220","8.5.43","21394","","","","0"
"2019","Ontario","2016A000235","Natural gas","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54278220","8.5.43","23866","","","","0"
"2020","Ontario","2016A000235","Natural gas","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54278220","8.5.43","22576","","","","0"
"2015","Ontario","2016A000235","Natural gas","Residential","Terajoules","283","units","0","v54278221","8.5.44","362719","","","","0"
"2016","Ontario","2016A000235","Natural gas","Residential","Terajoules","283","units","0","v54278221","8.5.44","328498","","","","0"
"2017","Ontario","2016A000235","Natural gas","Residential","Terajoules","283","units","0","v54278221","8.5.44","340918","","","","0"
"2018","Ontario","2016A000235","Natural gas","Residential","Terajoules","283","units","0","v54278221","8.5.44","406362","","","","0"
"2019","Ontario","2016A000235","Natural gas","Residential","Terajoules","283","units","0","v54278221","8.5.44","341005","","","","0"
"2020","Ontario","2016A000235","Natural gas","Residential","Terajoules","283","units","0","v54278221","8.5.44","311616","","","","0"
"2015","Ontario","2016A000235","Natural gas","Public administration","Terajoules","283","units","0","v54278222","8.5.45","4586","","","","0"
"2016","Ontario","2016A000235","Natural gas","Public administration","Terajoules","283","units","0","v54278222","8.5.45","4284","","","","0"
"2017","Ontario","2016A000235","Natural gas","Public administration","Terajoules","283","units","0","v54278222","8.5.45","4848","","","","0"
"2018","Ontario","2016A000235","Natural gas","Public administration","Terajoules","283","units","0","v54278222","8.5.45","5396","","","","0"
"2019","Ontario","2016A000235","Natural gas","Public administration","Terajoules","283","units","0","v54278222","8.5.45","5892","","","","0"
"2020","Ontario","2016A000235","Natural gas","Public administration","Terajoules","283","units","0","v54278222","8.5.45","5951","","","","0"
"2015","Ontario","2016A000235","Natural gas","Commercial and other institutional","Terajoules","283","units","0","v54278223","8.5.46","226663","","","","0"
"2016","Ontario","2016A000235","Natural gas","Commercial and other institutional","Terajoules","283","units","0","v54278223","8.5.46","231072","","","","0"
"2017","Ontario","2016A000235","Natural gas","Commercial and other institutional","Terajoules","283","units","0","v54278223","8.5.46","240558","","","","0"
"2018","Ontario","2016A000235","Natural gas","Commercial and other institutional","Terajoules","283","units","0","v54278223","8.5.46","266608","","","","0"
"2019","Ontario","2016A000235","Natural gas","Commercial and other institutional","Terajoules","283","units","0","v54278223","8.5.46","291119","","","","0"
"2020","Ontario","2016A000235","Natural gas","Commercial and other institutional","Terajoules","283","units","0","v54278223","8.5.46","294030","","","","0"
"2015","Ontario","2016A000235","Natural gas","Statistical difference","Terajoules","283","units","0","v54278224","8.5.47","","x","","","0"
"2016","Ontario","2016A000235","Natural gas","Statistical difference","Terajoules","283","units","0","v54278224","8.5.47","","x","","","0"
"2017","Ontario","2016A000235","Natural gas","Statistical difference","Terajoules","283","units","0","v54278224","8.5.47","","x","","","0"
"2018","Ontario","2016A000235","Natural gas","Statistical difference","Terajoules","283","units","0","v54278224","8.5.47","-46091","","","","0"
"2019","Ontario","2016A000235","Natural gas","Statistical difference","Terajoules","283","units","0","v54278224","8.5.47","14025","","","","0"
"2020","Ontario","2016A000235","Natural gas","Statistical difference","Terajoules","283","units","0","v54278224","8.5.47","29577","","","","0"
"2015","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Energy use, final demand","Terajoules","283","units","0","v54278234","8.6.18","35315","","","","0"
"2016","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Energy use, final demand","Terajoules","283","units","0","v54278234","8.6.18","48422","","","","0"
"2017","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Energy use, final demand","Terajoules","283","units","0","v54278234","8.6.18","49657","","","","0"
"2018","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Energy use, final demand","Terajoules","283","units","0","v54278234","8.6.18","37277","","","","0"
"2019","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Energy use, final demand","Terajoules","283","units","0","v54278234","8.6.18","37629","","","","0"
"2020","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Energy use, final demand","Terajoules","283","units","0","v54278234","8.6.18","37999","","","","0"
"2015","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Total industrial","Terajoules","283","units","0","v54278241","8.6.31","7498","","","","0"
"2016","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Total industrial","Terajoules","283","units","0","v54278241","8.6.31","9333","","","","0"
"2017","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Total industrial","Terajoules","283","units","0","v54278241","8.6.31","9775","","","","0"
"2018","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Total industrial","Terajoules","283","units","0","v54278241","8.6.31","7850","","","","0"
"2019","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Total industrial","Terajoules","283","units","0","v54278241","8.6.31","7886","","","","0"
"2020","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Total industrial","Terajoules","283","units","0","v54278241","8.6.31","7849","","","","0"
"2015","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Total transportation","Terajoules","283","units","0","v54278244","8.6.42","5214","","","","0"
"2016","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Total transportation","Terajoules","283","units","0","v54278244","8.6.42","7241","","","","0"
"2017","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Total transportation","Terajoules","283","units","0","v54278244","8.6.42","7208","","","","0"
"2018","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Total transportation","Terajoules","283","units","0","v54278244","8.6.42","5318","","","","0"
"2019","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Total transportation","Terajoules","283","units","0","v54278244","8.6.42","5375","","","","0"
"2020","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Total transportation","Terajoules","283","units","0","v54278244","8.6.42","5449","","","","0"
"2015","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54278245","8.6.43","3129","","","","0"
"2016","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54278245","8.6.43","4346","","","","0"
"2017","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54278245","8.6.43","4325","","","","0"
"2018","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54278245","8.6.43","3191","","","","0"
"2019","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54278245","8.6.43","3225","","","","0"
"2020","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54278245","8.6.43","3269","","","","0"
"2015","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Residential","Terajoules","283","units","0","v54278246","8.6.44","8143","","","","0"
"2016","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Residential","Terajoules","283","units","0","v54278246","8.6.44","11309","","","","0"
"2017","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Residential","Terajoules","283","units","0","v54278246","8.6.44","11532","","","","0"
"2018","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Residential","Terajoules","283","units","0","v54278246","8.6.44","8509","","","","0"
"2019","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Residential","Terajoules","283","units","0","v54278246","8.6.44","8600","","","","0"
"2020","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Residential","Terajoules","283","units","0","v54278246","8.6.44","8718","","","","0"
"2015","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Public administration","Terajoules","283","units","0","v54278247","8.6.45","","..","","","0"
"2016","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Public administration","Terajoules","283","units","0","v54278247","8.6.45","","..","","","0"
"2017","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Public administration","Terajoules","283","units","0","v54278247","8.6.45","","..","","","0"
"2018","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Public administration","Terajoules","283","units","0","v54278247","8.6.45","","..","","","0"
"2019","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Public administration","Terajoules","283","units","0","v54278247","8.6.45","","..","","","0"
"2015","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Commercial and other institutional","Terajoules","283","units","0","v54278248","8.6.46","11661","","","","0"
"2016","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Commercial and other institutional","Terajoules","283","units","0","v54278248","8.6.46","16193","","","","0"
"2017","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Commercial and other institutional","Terajoules","283","units","0","v54278248","8.6.46","16338","","","","0"
"2018","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Commercial and other institutional","Terajoules","283","units","0","v54278248","8.6.46","12054","","","","0"
"2019","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Commercial and other institutional","Terajoules","283","units","0","v54278248","8.6.46","12184","","","","0"
"2020","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Commercial and other institutional","Terajoules","283","units","0","v54278248","8.6.46","12351","","","","0"
"2015","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Statistical difference","Terajoules","283","units","0","v54278249","8.6.47","332","","","","0"
"2016","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Statistical difference","Terajoules","283","units","0","v54278249","8.6.47","","x","","","0"
"2017","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Statistical difference","Terajoules","283","units","0","v54278249","8.6.47","","x","","","0"
"2018","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Statistical difference","Terajoules","283","units","0","v54278249","8.6.47","","x","","","0"
"2019","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Statistical difference","Terajoules","283","units","0","v54278249","8.6.47","1434","","","","0"
"2020","Ontario","2016A000235","Gas plant natural gas liquids (NGL's)","Statistical difference","Terajoules","283","units","0","v54278249","8.6.47","-139","","","","0"
"2015","Ontario","2016A000235","Primary electricity, hydro and nuclear","Energy use, final demand","Terajoules","283","units","0","v54278256","8.7.18","497420","","","","0"
"2016","Ontario","2016A000235","Primary electricity, hydro and nuclear","Energy use, final demand","Terajoules","283","units","0","v54278256","8.7.18","489112","","","","0"
"2017","Ontario","2016A000235","Primary electricity, hydro and nuclear","Energy use, final demand","Terajoules","283","units","0","v54278256","8.7.18","498931","","","","0"
"2018","Ontario","2016A000235","Primary electricity, hydro and nuclear","Energy use, final demand","Terajoules","283","units","0","v54278256","8.7.18","513677","","","","0"
"2019","Ontario","2016A000235","Primary electricity, hydro and nuclear","Energy use, final demand","Terajoules","283","units","0","v54278256","8.7.18","503891","","","","0"
"2020","Ontario","2016A000235","Primary electricity, hydro and nuclear","Energy use, final demand","Terajoules","283","units","0","v54278256","8.7.18","498463","","","","0"
"2015","Ontario","2016A000235","Primary electricity, hydro and nuclear","Total industrial","Terajoules","283","units","0","v54278268","8.7.31","144695","","","","0"
"2016","Ontario","2016A000235","Primary electricity, hydro and nuclear","Total industrial","Terajoules","283","units","0","v54278268","8.7.31","147821","","","","0"
"2017","Ontario","2016A000235","Primary electricity, hydro and nuclear","Total industrial","Terajoules","283","units","0","v54278268","8.7.31","141701","","","","0"
"2018","Ontario","2016A000235","Primary electricity, hydro and nuclear","Total industrial","Terajoules","283","units","0","v54278268","8.7.31","147589","","","","0"
"2019","Ontario","2016A000235","Primary electricity, hydro and nuclear","Total industrial","Terajoules","283","units","0","v54278268","8.7.31","140916","","","","0"
"2020","Ontario","2016A000235","Primary electricity, hydro and nuclear","Total industrial","Terajoules","283","units","0","v54278268","8.7.31","136123","","","","0"
"2015","Ontario","2016A000235","Primary electricity, hydro and nuclear","Total transportation","Terajoules","283","units","0","v54278272","8.7.42","1954","","","","0"
"2016","Ontario","2016A000235","Primary electricity, hydro and nuclear","Total transportation","Terajoules","283","units","0","v54278272","8.7.42","1965","","","","0"
"2017","Ontario","2016A000235","Primary electricity, hydro and nuclear","Total transportation","Terajoules","283","units","0","v54278272","8.7.42","1925","","","","0"
"2018","Ontario","2016A000235","Primary electricity, hydro and nuclear","Total transportation","Terajoules","283","units","0","v54278272","8.7.42","1935","","","","0"
"2019","Ontario","2016A000235","Primary electricity, hydro and nuclear","Total transportation","Terajoules","283","units","0","v54278272","8.7.42","1961","","","","0"
"2020","Ontario","2016A000235","Primary electricity, hydro and nuclear","Total transportation","Terajoules","283","units","0","v54278272","8.7.42","1933","","","","0"
"2015","Ontario","2016A000235","Primary electricity, hydro and nuclear","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54278273","8.7.43","9187","","","","0"
"2016","Ontario","2016A000235","Primary electricity, hydro and nuclear","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54278273","8.7.43","9136","","","","0"
"2017","Ontario","2016A000235","Primary electricity, hydro and nuclear","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54278273","8.7.43","8561","","","","0"
"2018","Ontario","2016A000235","Primary electricity, hydro and nuclear","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54278273","8.7.43","8665","","","","0"
"2019","Ontario","2016A000235","Primary electricity, hydro and nuclear","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54278273","8.7.43","9466","","","","0"
"2020","Ontario","2016A000235","Primary electricity, hydro and nuclear","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54278273","8.7.43","9281","","","","0"
"2015","Ontario","2016A000235","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54278274","8.7.44","171275","","","","0"
"2016","Ontario","2016A000235","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54278274","8.7.44","164424","","","","0"
"2017","Ontario","2016A000235","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54278274","8.7.44","159294","","","","0"
"2018","Ontario","2016A000235","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54278274","8.7.44","161834","","","","0"
"2019","Ontario","2016A000235","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54278274","8.7.44","159729","","","","0"
"2020","Ontario","2016A000235","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54278274","8.7.44","165717","","","","0"
"2015","Ontario","2016A000235","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54278275","8.7.45","8582","","","","0"
"2016","Ontario","2016A000235","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54278275","8.7.45","7956","","","","0"
"2017","Ontario","2016A000235","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54278275","8.7.45","7785","","","","0"
"2018","Ontario","2016A000235","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54278275","8.7.45","7808","","","","0"
"2019","Ontario","2016A000235","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54278275","8.7.45","7840","","","","0"
"2020","Ontario","2016A000235","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54278275","8.7.45","7514","","","","0"
"2015","Ontario","2016A000235","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54278276","8.7.46","161727","","","","0"
"2016","Ontario","2016A000235","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54278276","8.7.46","157810","","","","0"
"2017","Ontario","2016A000235","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54278276","8.7.46","179664","","","","0"
"2018","Ontario","2016A000235","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54278276","8.7.46","185847","","","","0"
"2019","Ontario","2016A000235","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54278276","8.7.46","183978","","","","0"
"2020","Ontario","2016A000235","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54278276","8.7.46","177896","","","","0"
"2015","Ontario","2016A000235","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v54278277","8.7.47","","x","","","0"
"2016","Ontario","2016A000235","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v54278277","8.7.47","","x","","","0"
"2017","Ontario","2016A000235","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v54278277","8.7.47","","x","","","0"
"2018","Ontario","2016A000235","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v54278277","8.7.47","","x","","","0"
"2019","Ontario","2016A000235","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v54278277","8.7.47","-4172","","","","0"
"2020","Ontario","2016A000235","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v54278277","8.7.47","-14497","","","","0"
"2015","Ontario","2016A000235","Steam","Energy use, final demand","Terajoules","283","units","0","v54278281","8.8.18","5966","","","","0"
"2016","Ontario","2016A000235","Steam","Energy use, final demand","Terajoules","283","units","0","v54278281","8.8.18","5422","","","","0"
"2017","Ontario","2016A000235","Steam","Energy use, final demand","Terajoules","283","units","0","v54278281","8.8.18","5253","","","","0"
"2018","Ontario","2016A000235","Steam","Energy use, final demand","Terajoules","283","units","0","v54278281","8.8.18","6362","","","","0"
"2019","Ontario","2016A000235","Steam","Energy use, final demand","Terajoules","283","units","0","v54278281","8.8.18","2284","","","","0"
"2020","Ontario","2016A000235","Steam","Energy use, final demand","Terajoules","283","units","0","v54278281","8.8.18","2279","","","","0"
"2015","Ontario","2016A000235","Steam","Total industrial","Terajoules","283","units","0","v54278286","8.8.31","","x","","","0"
