"REF_DATE","GEO","DGUID","Fuel type","Supply and demand characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Newfoundland and Labrador","2016A000210","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54275734","3.1.47","","..","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54275734","3.1.47","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total coal","Energy use, final demand","Terajoules","283","units","0","v54276015","3.29.18","","x","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total coal","Energy use, final demand","Terajoules","283","units","0","v54276015","3.29.18","","x","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total coal","Energy use, final demand","Terajoules","283","units","0","v54276015","3.29.18","","x","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total coal","Energy use, final demand","Terajoules","283","units","0","v54276015","3.29.18","2749","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total coal","Energy use, final demand","Terajoules","283","units","0","v54276015","3.29.18","3687","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Total coal","Energy use, final demand","Terajoules","283","units","0","v54276015","3.29.18","3099","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total coal","Total industrial","Terajoules","283","units","0","v54276018","3.29.31","","x","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total coal","Total industrial","Terajoules","283","units","0","v54276018","3.29.31","","x","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total coal","Total industrial","Terajoules","283","units","0","v54276018","3.29.31","","x","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total coal","Total industrial","Terajoules","283","units","0","v54276018","3.29.31","2749","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total coal","Total industrial","Terajoules","283","units","0","v54276018","3.29.31","3687","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Total coal","Total industrial","Terajoules","283","units","0","v54276018","3.29.31","3099","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total coal","Statistical difference","Terajoules","283","units","0","v62306527","3.29.47","","x","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total coal","Statistical difference","Terajoules","283","units","0","v62306527","3.29.47","","x","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total coal","Statistical difference","Terajoules","283","units","0","v62306527","3.29.47","","x","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total coal","Statistical difference","Terajoules","283","units","0","v62306527","3.29.47","","x","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total coal","Statistical difference","Terajoules","283","units","0","v62306527","3.29.47","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Total coal","Statistical difference","Terajoules","283","units","0","v62306527","3.29.47","0","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54276037","3.5.18","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54276037","3.5.18","","x","","","0"
"2017","Newfoundland and Labrador","2016A000210","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54276037","3.5.18","","x","","","0"
"2018","Newfoundland and Labrador","2016A000210","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54276037","3.5.18","304","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54276037","3.5.18","370","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54276037","3.5.18","54","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Natural gas","Total industrial","Terajoules","283","units","0","v54276039","3.5.31","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Natural gas","Total industrial","Terajoules","283","units","0","v54276039","3.5.31","","x","","","0"
"2017","Newfoundland and Labrador","2016A000210","Natural gas","Total industrial","Terajoules","283","units","0","v54276039","3.5.31","","x","","","0"
"2018","Newfoundland and Labrador","2016A000210","Natural gas","Total industrial","Terajoules","283","units","0","v54276039","3.5.31","304","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Natural gas","Total industrial","Terajoules","283","units","0","v54276039","3.5.31","370","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Natural gas","Total industrial","Terajoules","283","units","0","v54276039","3.5.31","54","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Natural gas","Statistical difference","Terajoules","283","units","0","v1038098932","3.5.47","","x","","","0"
"2016","Newfoundland and Labrador","2016A000210","Natural gas","Statistical difference","Terajoules","283","units","0","v1038098932","3.5.47","","x","","","0"
"2017","Newfoundland and Labrador","2016A000210","Natural gas","Statistical difference","Terajoules","283","units","0","v1038098932","3.5.47","","x","","","0"
"2018","Newfoundland and Labrador","2016A000210","Natural gas","Statistical difference","Terajoules","283","units","0","v1038098932","3.5.47","","x","","","0"
"2019","Newfoundland and Labrador","2016A000210","Natural gas","Statistical difference","Terajoules","283","units","0","v1038098932","3.5.47","2997","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Natural gas","Statistical difference","Terajoules","283","units","0","v1038098932","3.5.47","2","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Energy use, final demand","Terajoules","283","units","0","v54276045","3.6.18","1723","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Energy use, final demand","Terajoules","283","units","0","v54276045","3.6.18","","x","","","0"
"2017","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Energy use, final demand","Terajoules","283","units","0","v54276045","3.6.18","1583","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Energy use, final demand","Terajoules","283","units","0","v54276045","3.6.18","1636","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Energy use, final demand","Terajoules","283","units","0","v54276045","3.6.18","1572","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Energy use, final demand","Terajoules","283","units","0","v54276045","3.6.18","959","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Total industrial","Terajoules","283","units","0","v54276050","3.6.31","122","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Total industrial","Terajoules","283","units","0","v54276050","3.6.31","138","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Total industrial","Terajoules","283","units","0","v54276050","3.6.31","132","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Total industrial","Terajoules","283","units","0","v54276050","3.6.31","113","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Total industrial","Terajoules","283","units","0","v54276050","3.6.31","116","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Total industrial","Terajoules","283","units","0","v54276050","3.6.31","125","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Total transportation","Terajoules","283","units","0","v54276053","3.6.42","15","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Total transportation","Terajoules","283","units","0","v54276053","3.6.42","13","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Total transportation","Terajoules","283","units","0","v54276053","3.6.42","15","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Total transportation","Terajoules","283","units","0","v54276053","3.6.42","16","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Total transportation","Terajoules","283","units","0","v54276053","3.6.42","15","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Total transportation","Terajoules","283","units","0","v54276053","3.6.42","9","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54276054","3.6.43","6","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54276054","3.6.43","6","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54276054","3.6.43","5","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54276054","3.6.43","0","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54276054","3.6.43","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54276054","3.6.43","0","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Residential","Terajoules","283","units","0","v54276055","3.6.44","429","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Residential","Terajoules","283","units","0","v54276055","3.6.44","375","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Residential","Terajoules","283","units","0","v54276055","3.6.44","390","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Residential","Terajoules","283","units","0","v54276055","3.6.44","408","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Residential","Terajoules","283","units","0","v54276055","3.6.44","390","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Residential","Terajoules","283","units","0","v54276055","3.6.44","223","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Public administration","Terajoules","283","units","0","v54276056","3.6.45","","..","","","0"
"2016","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Public administration","Terajoules","283","units","0","v54276056","3.6.45","","..","","","0"
"2017","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Public administration","Terajoules","283","units","0","v54276056","3.6.45","","..","","","0"
"2018","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Public administration","Terajoules","283","units","0","v54276056","3.6.45","","..","","","0"
"2019","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Public administration","Terajoules","283","units","0","v54276056","3.6.45","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Commercial and other institutional","Terajoules","283","units","0","v54276057","3.6.46","1151","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Commercial and other institutional","Terajoules","283","units","0","v54276057","3.6.46","1003","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Commercial and other institutional","Terajoules","283","units","0","v54276057","3.6.46","1051","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Commercial and other institutional","Terajoules","283","units","0","v54276057","3.6.46","1099","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Commercial and other institutional","Terajoules","283","units","0","v54276057","3.6.46","1051","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Commercial and other institutional","Terajoules","283","units","0","v54276057","3.6.46","602","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Statistical difference","Terajoules","283","units","0","v54276058","3.6.47","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Statistical difference","Terajoules","283","units","0","v54276058","3.6.47","-2","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Statistical difference","Terajoules","283","units","0","v54276058","3.6.47","","x","","","0"
"2018","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Statistical difference","Terajoules","283","units","0","v54276058","3.6.47","","x","","","0"
"2019","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Statistical difference","Terajoules","283","units","0","v54276058","3.6.47","128","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Gas plant natural gas liquids (NGL's)","Statistical difference","Terajoules","283","units","0","v54276058","3.6.47","-353","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Energy use, final demand","Terajoules","283","units","0","v54276065","3.7.18","36640","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Energy use, final demand","Terajoules","283","units","0","v54276065","3.7.18","36243","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Energy use, final demand","Terajoules","283","units","0","v54276065","3.7.18","37651","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Energy use, final demand","Terajoules","283","units","0","v54276065","3.7.18","37648","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Energy use, final demand","Terajoules","283","units","0","v54276065","3.7.18","37636","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Energy use, final demand","Terajoules","283","units","0","v54276065","3.7.18","36619","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Total industrial","Terajoules","283","units","0","v54276074","3.7.31","11804","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Total industrial","Terajoules","283","units","0","v54276074","3.7.31","11756","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Total industrial","Terajoules","283","units","0","v54276074","3.7.31","12885","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Total industrial","Terajoules","283","units","0","v54276074","3.7.31","13059","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Total industrial","Terajoules","283","units","0","v54276074","3.7.31","12995","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Total industrial","Terajoules","283","units","0","v54276074","3.7.31","12659","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Total transportation","Terajoules","283","units","0","v62306534","3.7.42","2","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Total transportation","Terajoules","283","units","0","v62306534","3.7.42","4","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Total transportation","Terajoules","283","units","0","v62306534","3.7.42","4","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Total transportation","Terajoules","283","units","0","v62306534","3.7.42","9","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Total transportation","Terajoules","283","units","0","v62306534","3.7.42","9","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Total transportation","Terajoules","283","units","0","v62306534","3.7.42","9","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54276076","3.7.43","108","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54276076","3.7.43","123","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54276076","3.7.43","117","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54276076","3.7.43","122","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54276076","3.7.43","123","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54276076","3.7.43","121","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54276077","3.7.44","15714","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54276077","3.7.44","15514","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54276077","3.7.44","15418","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54276077","3.7.44","15349","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54276077","3.7.44","15263","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54276077","3.7.44","15100","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54276078","3.7.45","602","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54276078","3.7.45","600","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54276078","3.7.45","775","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54276078","3.7.45","819","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54276078","3.7.45","772","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54276078","3.7.45","749","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54276079","3.7.46","8410","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54276079","3.7.46","8245","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54276079","3.7.46","8452","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54276079","3.7.46","8290","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54276079","3.7.46","8474","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54276079","3.7.46","7981","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v54276080","3.7.47","3172","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v54276080","3.7.47","1396","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v54276080","3.7.47","1264","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v54276080","3.7.47","559","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v54276080","3.7.47","1521","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v54276080","3.7.47","1249","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Coke","Energy use, final demand","Terajoules","283","units","0","v54275741","3.10.18","","x","","","0"
"2016","Newfoundland and Labrador","2016A000210","Coke","Energy use, final demand","Terajoules","283","units","0","v54275741","3.10.18","","x","","","0"
"2017","Newfoundland and Labrador","2016A000210","Coke","Energy use, final demand","Terajoules","283","units","0","v54275741","3.10.18","","x","","","0"
"2018","Newfoundland and Labrador","2016A000210","Coke","Energy use, final demand","Terajoules","283","units","0","v54275741","3.10.18","0","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Coke","Energy use, final demand","Terajoules","283","units","0","v54275741","3.10.18","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Coke","Energy use, final demand","Terajoules","283","units","0","v54275741","3.10.18","0","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Coke","Total industrial","Terajoules","283","units","0","v54275743","3.10.31","","x","","","0"
"2016","Newfoundland and Labrador","2016A000210","Coke","Total industrial","Terajoules","283","units","0","v54275743","3.10.31","","x","","","0"
"2017","Newfoundland and Labrador","2016A000210","Coke","Total industrial","Terajoules","283","units","0","v54275743","3.10.31","","x","","","0"
"2018","Newfoundland and Labrador","2016A000210","Coke","Total industrial","Terajoules","283","units","0","v54275743","3.10.31","0","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Coke","Total industrial","Terajoules","283","units","0","v54275743","3.10.31","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Coke","Total industrial","Terajoules","283","units","0","v54275743","3.10.31","0","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Coke","Statistical difference","Terajoules","283","units","0","v62306521","3.10.47","","x","","","0"
"2016","Newfoundland and Labrador","2016A000210","Coke","Statistical difference","Terajoules","283","units","0","v62306521","3.10.47","","x","","","0"
"2017","Newfoundland and Labrador","2016A000210","Coke","Statistical difference","Terajoules","283","units","0","v62306521","3.10.47","","x","","","0"
"2018","Newfoundland and Labrador","2016A000210","Coke","Statistical difference","Terajoules","283","units","0","v62306521","3.10.47","","x","","","0"
"2019","Newfoundland and Labrador","2016A000210","Coke","Statistical difference","Terajoules","283","units","0","v62306521","3.10.47","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Coke","Statistical difference","Terajoules","283","units","0","v62306521","3.10.47","0","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Energy use, final demand","Terajoules","283","units","0","v54275753","3.14.18","83673","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Energy use, final demand","Terajoules","283","units","0","v54275753","3.14.18","88079","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Energy use, final demand","Terajoules","283","units","0","v54275753","3.14.18","85857","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Energy use, final demand","Terajoules","283","units","0","v54275753","3.14.18","84822","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Energy use, final demand","Terajoules","283","units","0","v54275753","3.14.18","84592","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Energy use, final demand","Terajoules","283","units","0","v54275753","3.14.18","72706","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Total industrial","Terajoules","283","units","0","v54275763","3.14.31","13672","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Total industrial","Terajoules","283","units","0","v54275763","3.14.31","15563","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Total industrial","Terajoules","283","units","0","v54275763","3.14.31","14500","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Total industrial","Terajoules","283","units","0","v54275763","3.14.31","13640","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Total industrial","Terajoules","283","units","0","v54275763","3.14.31","14286","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Total industrial","Terajoules","283","units","0","v54275763","3.14.31","11439","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Total transportation","Terajoules","283","units","0","v54275775","3.14.42","52459","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Total transportation","Terajoules","283","units","0","v54275775","3.14.42","53205","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Total transportation","Terajoules","283","units","0","v54275775","3.14.42","53727","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Total transportation","Terajoules","283","units","0","v54275775","3.14.42","53253","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Total transportation","Terajoules","283","units","0","v54275775","3.14.42","52360","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Total transportation","Terajoules","283","units","0","v54275775","3.14.42","44524","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54275776","3.14.43","237","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54275776","3.14.43","239","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54275776","3.14.43","182","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54275776","3.14.43","176","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54275776","3.14.43","271","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54275776","3.14.43","541","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Residential","Terajoules","283","units","0","v54275777","3.14.44","3574","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Residential","Terajoules","283","units","0","v54275777","3.14.44","4151","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Residential","Terajoules","283","units","0","v54275777","3.14.44","5319","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Residential","Terajoules","283","units","0","v54275777","3.14.44","5063","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Residential","Terajoules","283","units","0","v54275777","3.14.44","4799","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Residential","Terajoules","283","units","0","v54275777","3.14.44","4444","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Public administration","Terajoules","283","units","0","v54275778","3.14.45","4187","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Public administration","Terajoules","283","units","0","v54275778","3.14.45","3551","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Public administration","Terajoules","283","units","0","v54275778","3.14.45","3374","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Public administration","Terajoules","283","units","0","v54275778","3.14.45","2797","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Public administration","Terajoules","283","units","0","v54275778","3.14.45","2584","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Public administration","Terajoules","283","units","0","v54275778","3.14.45","1770","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total refined petroleum products","Commercial and other institutional","Terajoules","283","units","0","v54275779","3.14.46","9544","","","","0"
